續	821180
集	819500
化	818340
如果	815706
當	811770
超	807158
包	805395
令	802660
張	800095
失	799863
論	798895
爆	797681
海	789917
非	789828
制	788176
風	785437
晚	784000
低	778395
少	774212
問題	770499
喺	766642
白	765661
運	764450
屋	764367
半	763764
所以	760967
快	758090
證	754690
母	752437
除	752151
建	749802
改	745351
度	745251
政府	744501
排	744190
唔係	743427
她	742828
中國	740889
產	740562
愛	739912
隻	732564
拍	728954
始	725300
底	724021
跟	719066
都係	718276
角	716311
十	715207
灣	714921
沒	714098
嚟	712988
活	712162
醫	711618
亦	711281
神	708951
何	708131
解	706643
玩	702295
東	702005
總	700145
賣	700141
軍	698446
視	695080
細	693505
夠	692447
哋	691353
離	690267
號	689785
斯	688956
陣	679826
之後	679669
格	677967
案	674443
鐘	673126
言	672163
清	671551
息	666306
四	665041
黑	663977
可能	663849
花	663119
消	662270
權	661434
務	659719
也	657928
局	655757
終	652356
希	651302
子	647963
企	646679
決	646200
品	645545
另	644268
取	640390
貨	639824
式	636588
流	635817
還	633045
朋	632467
傷	629088
整	629040
商	624417
錢	622877
牌	622275
覺得	621115
預	620953
火	613766
此	611403
長	610047
字	609852
歲	609707
搞	609665
公司	606949
程	606067
拉	603978
空	603080
眼	602808
龍	601333
光	600909
嘢	600001
笑	595928
治	595718
山	594934
演	594572
呀	594524
從	593263
其他	591621
跌	591436
例	590576
組	589784
幫	589564
裝	587309
紅	584556
近	584080
每	583878
根	582624
雖	582498
派	580744
病	577484
姐	577235
繼	577079
值	576874
依	575615
團	574027
專	573320
單	573229
登	573066
擊	572591
熱	572589
票	569965
應該	569548
大家	569040
容	567334
時間	564800
展	564578
據	564460
引	562767
社	561052
官	559017
隊	558693
服	558401
院	557804
把	557241
五	557048
備	556741
重	556338
達	556106
親	555125
狗	554059
店	550874
遊	550425
咪	550389
那	548401
步	546352
希望	543943
亞	542347
照	541995
追	536163
考	535329
季	534665
開始	532838
觀	531184
平	529645
功	527210
錯	526045
書	525332
架	524608
防	521716
響	521622
需	520628
級	519556
較	517755
朋友	516811
王	515630
今日	515339
林	512051
便	510042
讀	508797
銀	508275
飛	507117
廣	505648
助	503655
好似	502510
標	500805
勢	500169
俾	499388
味	498378
齊	498248
雖然	497665
殺	496939
必	496515
管	495500
型	493242
環	493194
職	492742
圍	491889
設	490780
準	490535
質	489645
停	487625
科	486670
歌	485865
則	484997
提	484111
北	483871
德	483766
舉	483375
控	482047
最後	481648
普	481270
眾	480277
送	479830
帶	479535
年	479184
乜	478171
沒有	477452
申	476562
數	476148
突	474810
日本	470935
兒	469726
好多	469703
歐	469698
洗	466714
線	464752
南	464096
否	463971
節	459711
咩	458249
況	456580
護	456503
款	455734
今年	454991
諗	454760
果	452934
晒	452707
陳	452309
油	452096
換	451626
疑	451559
百	451382
減	450985
區	450531
轉	449963
城	448658
唔好	448068
深	447540
支持	447253
沙	446540
參	445677
導	444891
劇	444365
哥	439372
繼續	438788
形	438436
洲	438243
返	437920
番	437260
思	436556
估	435194
李	434086
片	433491
打	432067
評	431930
輸	431761
圖	431559
增	430569
唱	427558
顯	426141
統	424622
料	424415
酒	423930
仔	423701
威	423200
音	422937
戲	422283
難	421477
故	419522
鐵	419382
六	419307
止	418722
席	416690
救	415470
破	414489
限	413772
際	412844
機會	412136
獲	410123
攻	408939
維	408701
盤	407791
之前	407459
甚	407237
段	406882
一定	406580
獨	405380
初	404719
越	404687
贏	404232
版	404176
黃	403727
唔到	403710
呢個	403550
負	403429
義	403286
記者	403267
牛	403127
毒	401844
確	401125
陸	400618
一樣	400524
層	400470
尾	399100
份	398802
藍	398399
壓	398228
領	396515
類	396191
技	394970
九	393973
練	393321
黨	393111
昨	391625
計	390358
米	389322
各	388499
候	387689
遠	386202
炒	386111
態	385999
宣	385799
些	385771
極	385386
透	385093
血	384362
雙	383867
今次	383619
絲	383106
才	382911
套	381729
速	381681
術	381419
聞	380551
影響	378913
石	378686
費	378363
介	378144
拿	377234
站	376933
麼	375956
腳	373697
執	372188
絕	372153
滿	372062
卡	371187
批	370888
寫	370873
碼	369599
隨	367834
迷	367304
發現	367045
朗	366738
雞	366151
羅	364495
牙	364418
就係	364392
屬	364312
律	364240
效	364081
居	363644
守	363627
復	363562
尼	362611
嗰	362055
他們	361953
配	361811
個月	360335
像	360209
千	360047
且	358843
飯	357766
武	357668
澳	357573
港人	355475
韓	354411
系	353016
腦	352678
餐	352235
台灣	350898
注	350416
射	349746
險	349506
刻	349208
吸	348806
原來	348633
素	348593
短	348279
靚	347647
左	347020
私	346708
貴	345966
智	345843
討	345016
兩個	344998
個人	344712
禮	344549
見到	343469
古	343229
修	342970
認為	341973
讓	341859
播	341653
往	341230
英國	340324
退	339942
驗	339446
致	338666
舊	338150
試	338070
名	334855
招	334131
抽	333842
肉	333711
分鐘	331811
錄	330950
露	328897
免	328287
婚	328012
佬	327930
園	327898
寶	327146
蘭	326609
補	326590
抗	324559
盡	323933
境	323690
景	323588
慢	323561
鍾	323089
罪	322563
出現	321859
濟	321369
究	321025
世界	320598
覺	319228
都會	318791
飲	318729
知	317280
奇	316940
印	316025
訴	315990
唔知	315560
紀	315177
責	315048
傳	315030
辦	314975
係咪	314030
華	313273
鬼	312527
訓	312306
謝	311973
察	311951
我們	311737
拖	310474
列	309654
要求	309477
夜	309207
香港人	308583
置	308095
毛	307894
貼	307765
一次	307351
判	306770
施	306517
營	306466
工作	306310
史	304264
處	303763
暴	303572
禁	302931
亂	302742
訊	302094
善	302000
歷	301675
情況	301040
接受	300959
聲	300570
竟	299633
夫	297583
億	297110
粉	295832
署	293851
福	293481
父	293351
旅	293280
嚴	293203
習	292826
看	292685
承	292605
一直	291527
爾	291523
更	291074
需要	290423
彩	290321
害	290153
佢哋	289981
語	289872
財	289048
查	288551
犯	288478
願	288422
所有	287983
學生	287262
訪	287205
室	286236
急	286011
若	285868
量	285126
租	285085
仍	285044
市場	284922
土	284333
具	284232
衣	284022
媽	283275
八	282787
源	282625
踢	282154
並	282139
堅	282133
包括	281863
隔	281824
相信	281693
簡	281238
請	281089
肯	280390
市民	280370
雲	280175
象	280017
座	278544
奧	278233
跑	278016
富	277984
冷	277947
養	277597
售	277327
克	277293
京	277057
右	276368
創	276336
倍	275851
特別	275477
扮	275233
積	274976
存	274766
其中	274090
肥	272693
仲有	271845
答	271792
規	271662
房	271157
痛	270180
結果	270037
分別	269416
第一	268656
幣	267929
都好	267751
課	267311
點解	266677
完全	266056
協	265801
喜	265776
皇	265662
田	265435
疫	265431
劃	264982
待	264420
另一	263911
決定	263797
般	263690
廢	263531
種	263410
卻	262854
順	262621
囉	262444
國家	262161
健	262109
庭	261790
怪	261239
抵	260846
器	260472
宜	260253
康	260098
婆	259950
輪	259506
麻	259032
就算	258827
許	258327
苦	257814
封	257714
豬	257688
鏡	257634
翻	257544
優	257381
賺	256925
釋	256695
只係	256576
乎	256201
假	255012
然後	254509
代表	253579
衝	253465
布	252997
另外	252486
怕	252464
製	251392
警方	251060
媒	250767
永	250333
鬥	250233
謂	249167
以為	248670
電話	248258
跳	248227
藥	248107
經濟	248093
均	247958
念	247821
攝	247765
堂	247108
奶	247064
佈	246579
而且	246500
獎	246217
幅	245699
靠	244468
活動	243916
全部	243742
吓	243030
發生	242859
恐	242799
紙	241700
宗	241581
搶	241198
敗	240731
懷	240487
知道	240311
簽	240113
密	239758
成為	239340
歡	238269
激	238074
一齊	237220
醫生	236348
本身	236305
檢	236302
只有	235694
暫	235007
擇	234093
聽	233564
聖	232889
測	232856
或者	232808
益	232012
移	231267
按	231111
啱	230320
垃	230277
顧	229709
互	229143
球員	228885
膠	228860
休	228205
圾	227883
育	227755
棄	227444
社會	227394
成功	227063
硬	226740
委	226168
策	225770
當時	225464
弱	225461
燈	225453
銀行	225440
豪	225416
國際	224895
鄭	224589
慮	224474
政治	224205
午	224185
捕	223875
發展	223624
擺	223604
裁	223585
餘	223055
遇	222828
感覺	222673
皮	222670
過去	222630
生活	222553
地方	222254
資料	222203
傾	221954
建議	221795
阻	221602
很	221393
耐	221390
涉	221317
強	220001
博	219802
島	219362
喇	219348
項	219152
付	218871
避	218586
事件	217724
句	217621
狀	217490
童	216393
使	215780
以前	215350
但係	215264
部份	215040
加上	214924
嘉	214716
須	214651
當然	213762
內地	213483
校	213171
額	213127
里	212958
穩	212902
掛	212466
揀	212201
享	212140
就是	211285
拜	210807
危	210792
浪	210570
表現	210453
適	210321
投資	209921
志	209513
盃	209219
尋	208858
戴	208569
人士	208562
根本	208552
準備	208530
燒	208097
穿	207730
曼	207577
選擇	207479
袋	206752
當年	206642
大陸	205999
中共	205744
梁	205588
甚至	205274
績	205254
任何	205165
主要	205156
給	205139
勇	205047
驚	204628
趣	204236
吧	204221
藝	203683
借	202800
菜	202380
有關	202102
蚊	201844
搭	201684
我哋	201540
消息	201102
申請	200961
泰	200811
純	200190
佳	200101
曾	200033
户	200001
畀	200001
有冇	199908
直接	199830
賭	199747
呼	199635
迪	199619
突然	199453
偷	199411
漢	199261
率	199084
狂	199028
反而	197900
零	197746
兵	197682
同時	197578
頂	197253
七	196964
關係	196608
淨	195921
奴	195820
最近	195759
魔	195233
倫	195143
坐	194281
電影	193823
審	193697
進行	193472
良	192382
針	192243
靜	191930
雪	191796
至於	191367
材	191361
儲	191118
開心	190835
熟	190254
行	189730
同埋	189547
夢	189384
途	189298
計劃	189006
仁	188817
畢	188644
輕	188502
甲	187825
弟	187808
終於	187692
粒	187422
木	186695
運動	186174
正常	186157
編	185966
祖	185925
旗	185887
嗎	185760
耳	185559
重要	185525
這個	185347
充	184388
賓	184324
調查	184262
蘇	184216
拎	183943
舞	183917
行動	183837
成日	183736
對方	183542
族	183392
撞	183310
暗	182973
筆	182933
迫	182886
鍾意	182870
議員	182738
例如	182730
靈	182513
劉	182415
吹	181750
供	181476
仙	181398
方面	181229
板	181209
垃圾	181182
提供	180751
遲	180418
剛	180254
伊	180114
附	179535
大學	179436
惜	178352
衫	178240
駛	178013
臨	177791
納	177683
只是	177195
找	176551
館	176510
州	176392
比較	175836
刀	175806
興	175795
迎	175742
幸	175635
去年	175354
鋒	175137
第二	175058
稱	175001
療	174938
村	174466
骨	174367
微	174274
炸	173982
援	173854
辛	173126
單位	173125
染	173099
陽	173018
新聞	172830
茶	172794
春	172549
貓	172371
能力	172320
只要	172024
略	171122
討論	171081
航	170507
記得	170167
未來	169820
煙	169483
章	169401
操	169357
偉	169299
楚	168939
民主	168912
着	168859
幕	168605
巨	168555
中心	168330
缺	168273
晨	168098
亡	168087
方法	167896
壞	167866
誤	167105
廳	166749
處理	166315
恩	166278
斷	165802
差	165273
惠	164821
安全	164411
由於	163875
嚴重	163582
異	163477
考慮	163046
兄	162740
目標	162709
外國	162535
呢啲	162361
最多	162346
撐	162275
雨	162244
解釋	162225
研究	161845
曲	161737
潮	161659
衰	161553
擔心	161344
鬆	161279
自由	160896
採	160668
述	160535
現在	160288
豆	160144
球隊	160039
尊	159829
揾	159788
畫	159646
佔	159032
慘	159029
星期	158658
妹	158645
膽	158477
銷	158429
麥	158343
損	158056
一般	157887
被吿	157341
唔同	157167
唔想	157137
索	156693
船	156437
明顯	156403
盟	156346
有時	156252
攞	155975
一日	155878
刺	155559
敵	155508
舖	155176
倉	155066
阿	155001
最好	154979
青	154836
頓	154675
症	154565
仲要	154546
命	154441
摩	154398
拒	154237
彈	154199
債	153877
雜	153724
服務	153679
不少	153403
收到	153178
唯	152993
婦	152817
草	152773
絡	152504
合作	152151
主席	152056
個個	152010
非常	151814
壓力	151480
歸	151368
遭	151146
拆	151043
回應	151031
葉	150999
有啲	150875
捐	150295
震	149945
好好	149940
比賽	149673
煩	149404
談	149379
侵	149357
手機	148899
現場	148882
以及	148726
屍	148405
酒店	148399
作為	148312
警察	148228
映	147562
薪	147528
雄	147496
易	147305
廣吿	146983
熊	146572
離開	146507
愈	146057
留意	145846
綠	145842
每日	145764
含	145701
帝	145675
勞	145254
增加	145068
累	145063
學校	145038
麗	144964
屋企	144860
不如	144846
典	144838
原因	144811
插	144709
央	144498
濕	144345
旺	144179
挑	144105
節目	143975
目前	143963
觸	143926
雷	143916
立法會	143585
面對	143488
髮	143484
潛	143184
織	142815
現時	142562
勝	142291
榮	142225
誠	142047
叔	141601
江	141411
基本	141235
對於	141155
祝	141104
嘴	140716
夏	140601
忍	140500
使用	140190
爛	140185
指出	140066
醫院	140057
僅	140053
公開	139990
女人	139951
革	139823
冠	139680
串	139653
廠	139211
冰	139127
時候	139069
吸引	139063
縮	138932
是否	138781
無人	138613
員工	138330
丁	138135
不斷	138125
蝕	138090
獨立	138083
男人	137796
網上	137794
不同	137766
設計	137652
岩	137564
漫	137428
屎	137370
敏	137290
吃	136890
湯	136643
溝	136637
慶	136403
兼	136376
邊個	136346
戀	136334
擁	136234
敢	135852
逐	135737
徒	135728
鮮	135597
當中	135580
欣	135417
英文	135416
全球	135375
牆	134945
炎	134926
折	134916
襲	134690
探	134679
融	134479
趕	133988
唔使	133819
自然	133801
忽	133529
曬	133517
副	133481
肺	133421
試過	133029
姓	133021
截	132500
暫時	132378
遺	132216
甚麼	132192
陰	132170
秒	131793
電視	131179
小時	130861
困	130789
肯定	130770
唔夠	130687
同一	130465
烈	130418
搞到	130358
違	130188
所謂	130133
陪	129988
紹	129826
詞	129648
懷疑	129612
珠	129543
洋	129465
伯	129442
顯示	129198
少少	129143
舒	128912
屈	128873
逃	128812
調	128734
左右	128732
逼	128330
反對	128234
最終	128221
以上	128211
久	128049
未必	127870
尖	127851
孩	127700
偏	127447
證明	127386
距	127379
魚	127333
障	127063
身體	126977
盛	126876
霸	126742
覆	126691
罩	126625
掂	126568
更加	126253
刑	126048
樂	126038
安排	126013
谷	125978
揮	125790
延	125764
冇人	125637
概	125516
簡單	125482
切	125427
殘	125402
捉	125393
哈	125203
監	125094
勁	125001
期間	124884
鎖	124879
還是	124752
賞	124617
如何	124613
歐洲	124549
盈	124435
診	124306
英超	124276
沖	124268
反應	124227
河	124143
意見	124135
楊	123998
艾	123991
某	123514
北京	123318
罰	123259
選舉	123104
造	123064
根據	122898
軟	122871
羣	122701
奪	122613
仗	122609
賠	122583
爭	122523
參與	122489
誕	122442
歷史	122356
十分	122325
幾多	122147
凌	122048
基金	121509
逾	121473
杜	121269
生意	121243
了解	121140
嫌	121058
即刻	120739
即使	120531
慣	120519
因此	120432
美元	120347
認真	120244
鞋	120165
報吿	120129
行為	119780
做到	119677
加入	119624
平均	119551
範	119192
痴	119177
電腦	119095
菲	118970
莫	118855
健康	118846
變成	118820
負責	118777
喎	118744
最高	118580
遊戲	118446
努	118278
俄	118230
宣傳	118201
乾	118021
樹	117841
妻	117840
即係	117822
家人	117758
正式	117520
隱	117492
故事	117367
圈	117219
文化	117125
集團	117008
政策	116982
忙	116926
投訴	116868
屆	116823
橋	116812
訪問	116447
傳媒	116370
司機	116318
改變	116278
法國	116156
嚇	116112
巴士	116097
聯賽	116061
經過	115655
沉	115442
報道	115321
褲	115318
爸	115306
解決	115242
早前	115224
罷	115062
階	114875
結婚	114826
組織	114689
塊	114682
出嚟	114641
扣	114635
宮	114542
附近	114471
綜	114403
這些	114396
騎	114393
研	114388
咸	114309
完成	114250
傻	114222
提出	114099
閒	114035
冠軍	114026
價值	114002
炮	113803
籌	113695
郵	113532
成員	113397
唔識	113348
平時	113113
至少	113098
析	113091
還有	113064
技術	113026
豐	113025
竟然	112963
呎	112949
角色	112764
清楚	112753
吉	112671
掃	112586
精神	112525
尚	112233
超過	111946
揸	111864
收入	111817
吳	111767
尤	111755
努力	111713
警員	111701
掌	111536
混	111531
示威	111458
聽到	111450
閘	111391
讚	111132
同樣	111124
啟	111074
㗎	111014
又係	110985
今晚	110882
董	110729
揚	110636
透過	110590
域	110573
內容	110520
替	110477
洛	110373
刷	110184
倒	110171
煮	110152
韓國	110044
鬧	110005
高層	109952
農	109946
遊行	109897
琴	109819
頁	109813
壇	109699
朱	109462
一場	109459
批評	109441
參加	109423
德國	109403
予	109348
環境	109283
輝	109187
放棄	109080
儀	109070
教練	109033
君	108854
控制	108832
風險	108824
始終	108717
除了	108675
閃	108555
蛇	108416
澳門	108373
廁	108362
對手	108357
中央	108053
身份	108051
當地	108000
聚	107860
瑞	107725
胡	107532
旁	107448
啫	107380
睇到	107312
精	107298
憶	107171
橫	107076
隨時	106951
系統	106543
槍	106460
中學	106407
容易	106201
飛機	106184
可惜	106108
機場	106105
日日	105990
舉行	105933
人員	105778
就好	105732
只會	105730
港元	105630
悉	105550
位置	105512
窮	105281
游	105235
介紹	105165
闆	105120
詢	105008
堆	104998
召	104944
貪	104808
人生	104787
律師	104766
男子	104757
得到	104560
澳洲	104515
傑	104322
父母	104284
一下	104255
柏	104139
受到	104090
長期	104059
恒	104034
足球	103992
中場	103788
仍然	103775
慢慢	103612
寧	103504
普通	103382
水平	103359
淨係	103317
渣	103268
珍	103160
患	103082
先生	102970
推出	102947
嫁	102891
主場	102869
序	102868
湖	102723
特首	102649
諾	102532
圓	102519
肚	102448
投票	102366
出席	102247
產品	102244
斬	102241
直播	102187
爺	102183
閉	102105
獄	102078
年代	102041
值得	101994
箱	101947
小朋友	101899
小心	101889
杯	101730
煲	101680
相	101668
經驗	101624
蛋	101613
的話	101582
添	101572
點知	101445
岸	101313
成本	101151
戒	100872
慧	100620
改善	100400
有得	100305
灰	100296
喊	100166
球迷	100144
臭	100047
妝	100001
昨日	100001
粧	100001
美國	100001
蘋	100001
表示	100001
野	100001
入面	99991
大量	99943
甜	99904
觀眾	99601
即時	99599
憑	99536
亞洲	99290
胸	99163
址	99129
透露	99101
強調	99077
餐廳	99018
空間	98988
緒	98880
紀錄	98750
一半	98730
坦	98693
成交	98236
輯	98112
必須	98034
保護	97946
同學	97501
方便	97385
老師	97191
相關	97124
忘	97072
到時	97071
揭	97017
廈	96989
惟	96940
總共	96771
籍	96737
興趣	96730
唔少	96529
沽	96411
降	96411
免費	96362
數據	96360
本地	96351
怖	96327
鼓	96099
好過	95953
娛	95927
啊	95902
飾	95839
汁	95827
鄉	95824
老闆	95730
幼	95701
辭	95600
虛	95515
明白	95433
大部份	95391
同事	95119
日前	95116
總統	95031
推介	95009
好多人	94947
駕	94759
無論	94658
衞	94634
莊	94614
劍	94593
關注	94544
掉	94525
購	94462
爭取	94334
鋪	94228
粗	94109
仆	94061
地區	94032
塞	94030
焦	93985
雅	93972
近年	93898
敦	93844
通常	93812
咁樣	93678
受傷	93668
池	93512
淡	93391
駁	93379
污	93255
背	93239
承認	93216
拒絕	93178
之一	92844
不要	92802
分析	92776
真正	92577
擴	92561
瞓	92515
抱	92432
宇	92347
管理	92308
業主	92159
感到	92111
留言	92105
滅	92020
原本	91845
家庭	91830
緣	91769
主動	91755
坡	91739
委員會	91714
為了	91664
烏	91657
出來	91637
幾年	91625
感情	91620
災	91612
辛苦	91590
賴	91588
唯一	91551
穩定	91525
塘	91332
銅	91218
亮	91128
口罩	91125
教育	91098
盧	90955
持續	90905
一些	90877
曼聯	90852
拳	90847
冬	90794
移民	90794
老婆	90754
幻	90667
意外	90603
膚	90560
郭	90546
來自	90500
凍	90458
工程	90396
機構	90386
櫃	90371
授	90346
質素	90324
通過	90319
近日	90132
裂	90112
拘	90059
商場	90000
默	89989
醒	89952
企業	89925
辣	89913
森	89870
疫情	89840
估計	89827
唐	89767
複	89743
元朗	89727
抗爭	89415
伴	89389
通知	89366
散	89243
一個人	89230
保持	89214
頻	89186
公佈	89176
他人	89057
泛民	88967
一邊	88913
虎	88911
緩	88878
取消	88737
末	88705
餅	88665
擁有	88627
職員	88606
被捕	88522
幾時	88226
於是	88141
朝	88109
嘛	87929
至今	87921
同意	87893
藉	87830
坊	87820
進入	87722
羊	87679
梅	87628
狼	87499
巧	87464
瘋	87453
固	87369
鑽	87321
多啲	87301
減少	87297
甩	87206
事實	87159
音樂	86960
法律	86944
小學	86920
擾	86896
決賽	86875
割	86828
功能	86828
情緒	86807
上升	86698
能夠	86698
身上	86694
報警	86623
前鋒	86599
分享	86533
方式	86532
握	86485
價錢	86466
立即	86452
潔	86432
踩	86386
滑	86193
效果	86142
合理	86056
主角	86004
存在	85929
實際	85927
意思	85909
信心	85874
一切	85813
第三	85778
永遠	85757
搜	85727
鼠	85725
股票	85680
唔多	85647
拍拖	85647
勵	85641
裏	85638
下午	85594
城市	85548
模	85513
交易	85503
當日	85493
孫	85420
爐	85400
絕對	85305
成績	85284
案件	85251
將會	85077
宿	85058
預期	85057
不足	84918
碎	84912
歡迎	84890
伏	84877
重新	84851
窗	84847
泳	84558
填	84436
衡	84404
堅持	84377
翼	84373
苗	84246
之外	84229
肌	84186
女友	84042
秋	83932
本港	83836
責任	83788
專業	83773
丹	83703
除咗	83546
篇	83540
上網	83510
傅	83507
符	83479
毫	83440
一早	83380
反映	83354
旺角	83344
消費	83278
系列	83167
這樣	83084
甘	83037
歉	83035
維持	83017
淚	82978
立法	82972
一點	82924
榜	82813
造成	82794
旅行	82793
作出	82702
起碼	82700
曾經	82690
它	82685
食物	82667
俊	82663
屯	82655
病人	82606
自殺	82587
專家	82568
梗	82486
泥	82341
馮	82198
資產	82056
以後	81990
爽	81956
攬	81896
究竟	81719
整個	81523
諗住	81490
瓜	81440
程度	81403
本來	81402
川	81397
獻	81394
前日	81291
碟	81211
塔	81208
撤	81194
蔡	81172
多數	81149
奈	81103
實力	81079
上面	80970
個案	80913
攻擊	80842
只能	80826
動作	80759
網民	80740
干	80729
經常	80710
怎	80679
剪	80667
忠	80645
傳統	80605
措	80502
玻	80492
資源	80329
貝	80306
齡	80291
似乎	80282
辯	80241
厚	80206
悶	80120
二手	80007
芝	79987
導致	79813
死亡	79806
襯	79788
宣佈	79703
鄧	79691
男友	79673
貿	79668
有錢	79641
偶	79550
連續	79546
資金	79514
搬	79389
顏	79349
明明	79335
病毒	79303
增長	79276
多謝	79271
人數	79174
配合	79155
啲人	79040
女仔	78882
條例	78828
有機	78817
攝影	78793
一起	78660
償	78604
隔離	78602
束	78568
端	78503
睡	78437
人工	78418
今天	78409
寄	78352
拍攝	78318
遞	78299
轟	78285
幫手	78243
陷	78229
接近	78215
股價	78166
欠	78108
蒙	78062
之間	77971
腸	77950
檔	77942
謀	77901
項目	77891
中文	77885
准	77873
訓練	77868
年輕	77817
當局	77803
地點	77802
冒	77753
趁	77659
澤	77591
而家	77577
理由	77528
利用	77507
打算	77479
旦	77457
堡	77439
質疑	77402
媽媽	77196
休息	77178
距離	77063
印度	76933
跟住	76768
蹤	76740
球會	76690
日子	76654
耀	76587
秀	76538
時代	76490
認同	76431
臉	76419
扭	76145
聯絡	76118
酸	76116
紐	76050
後來	75965
苑	75943
九龍	75897
詩	75620
挑戰	75549
惡	75357
騙	75292
鼻	75182
醜	75156
築	75142
冇得	75063
前線	75022
狀態	74904
半場	74901
成立	74879
盒	74832
徵	74823
不可	74768
漸	74737
形容	74694
暖	74689
最佳	74685
錦	74662
私人	74649
佛	74648
臣	74638
公屋	74608
上海	74550
娜	74526
讀書	74519
指數	74487
壽	74480
騷	74397
好彩	74349
邦	74180
樓價	74162
如此	74100
怒	74075
肺炎	73866
遍	73845
港股	73772
呃	73717
汽	73652
分手	73550
尊重	73533
身邊	73470
邨	73334
會議	73268
托	73185
賢	73123
毀	73069
吊	72971
否則	72941
中環	72910
喜歡	72881
頸	72843
墨	72821
蝦	72740
伍	72714
鏡頭	72709
利益	72657
兒子	72614
盾	72602
莉	72597
預計	72543
乘	72497
事後	72489
浸	72484
埔	72473
緊張	72469
不滿	72353
居民	72316
圳	72248
譚	72231
籲	72227
方向	72196
怨	71991
女子	71955
捧	71906
盲	71876
邀	71858
經歷	71836
態度	71713
冇乜	71630
廣東	71562
姦	71534
詳	71510
公眾	71507
憂	71498
不停	71466
照顧	71464
糕	71453
訂	71449
漏	71444
聖誕	71378
帽	71354
箭	71338
軒	71325
聰	71244
制度	71221
人民幣	71209
蟲	71177
軌	71124
到場	71070
伙	70999
自動	70974
氛	70944
糧	70851
合約	70821
娘	70772
上市	70732
一時	70546
鎮	70543
標準	70494
保安	70466
深圳	70456
危險	70420
重點	70382
地下	70361
督	70354
佐	70350
柱	70314
佩	70306
奏	70255
浩	70233
相當	70233
獲得	70189
表演	70126
到底	70085
牀	70001
尤其	69996
現實	69975
科技	69928
作客	69887
數字	69882
貢	69837
老公	69766
雙方	69750
